,lr,knn,dt,rf,adb,svm,gdboost,xgboost
0,0.732348264850428,0.730196382949681,0.7257222296102277,0.7306336487263111,0.7270257959859893,0.7300785719265295,0.7285518031647872,0.7379197713376502
