,lr,knn,dt,rf,adb,svm,gdboost,xgboost
0,0.8314320814320815,0.8352930852930853,0.868945243945244,0.868945243945244,0.8273955773955773,0.8361705861705861,0.8333187083187084,0.8459108459108459
